kid,character,strokes,grade,jlpt,readings,translation,freq,rank
41,一,1,1,4,イチ、イツ、ひと、ひと-つ,one; a,1037182,9
1392,丁,2,3,1,チョウ、テイ,fourth; adult male; servant. counter for guns; tools; orders of food; leaves; blocks or cakes of something; even number,14027,1302
829,七,2,1,4,シチ、なな、なな-つ、[なの],seven,55012,743
1906,万,3,2,4,マン、バン,ten thousand; myriad. fully; if by any chance,409412,93
1010,丈,3,7,1,ジョウ、たけ,10 feet; length; measure; Mr. or Mrs. (re: artists),15154,1268
744,三,3,1,4,サン、み、み-つ、みっ-つ,three,304749,152
1009,上,3,1,4,ジョウ、[ショウ]、うえ、[うわ]、かみ、あ-げる、あ-がる、のぼ-る、のぼ-せる、のぼ-す,top; best; first volume. upper part; government. aboard a ship or vehicle; from the standpoint of; as a matter of (fact). governmental; imperial; best; high class; going up; presenting; showing,862397,15
131,下,3,1,4,カ、ゲ、した、しも、もと、さ-げる、さ-がる、くだ-る、くだ-す、くだ-さる、お-ろす、お-りる,low class; inferiority; second; or last volume,390613,99
1736,不,4,4,3,フ、ブ,negation; bad; clumsy; ugly,379808,106
1986,与,3,7,2,ヨ、あた-える,give; award; impart; provide; allot; cause (pain or damage) ,149687,334
242,且,5,7,-,か-つ,-,85,2129
1105,世,5,3,3,セイ、セ、よ,generation; world. age; counter for kings of the same name,356337,118
363,丘,5,7,1,キュウ、おか,hill; knoll; rising ground,9788,1439
1788,丙,5,7,1,ヘイ,C; third,192,2108
2061,両,6,3,2,リョウ,old Japanese coin; both; two; vehicle counter,152434,327
1792,並,8,6,2,ヘイ、なみ、なら-べる、なら-ぶ、なら-びに,line up; be in a row; rank with; rival; equal ,52167,759
1376,中,4,1,4,チュウ、[ジュウ]、なか,center; middle; middle (course); (golden) mean; medium; mediocrity; average; second volume (of three) ,1327113,8
456,串,7,7,-,くし,-,1217,1944
292,丸,3,2,2,ガン、まる、まる-い、まる-める,full (month); perfection; purity; the ship-name suffix anciently used after the name of a sword or a child,51748,761
1333,丹,4,7,1,タン,red; red lead; pills,11381,1379
864,主,5,3,3,シュ、[ス]、ぬし、おも,Lord; lord; master; employer; aim; main thing ,478885,76
1567,丼,5,7,1,どんぶり、[どん],-,2358,1846
360,久,3,5,2,キュウ、[ク]、ひさ-しい,long; long continued; an old (story),86023,554
1853,乏,4,7,1,ボウ、とぼ-しい,meager; scarce; limited; destitute; hard up ,6046,1593
1014,乗,9,3,2,ジョウ、の-る、の-せる,power (in math); multiplication; record; vehicle; vehicle counter,109192,453
124,乙,1,7,1,オツ,B; second; the latter; duplicate,2172,1860
359,九,2,1,4,キュウ、ク、ここの、ここの-つ,nine,83167,575
650,乞,3,7,-,こ-う,-,273,2088
2029,乱,7,6,2,ラン、みだ-れる、みだ-す,riot; rebellion; war,43946,834
1585,乳,8,6,2,ニュウ、ちち、ち,milk; the breasts; loop,18871,1179
259,乾,11,7,2,カン、かわ-く、かわ-かす,heaven; emperor,7656,1507
324,亀,11,7,-,キ、かめ,turtle; tortoise,20419,1136
2060,了,2,7,2,リョウ,finish; complete; understand,46718,803
1987,予,4,3,2,ヨ,I; myself; the writer,246395,188
1220,争,6,4,2,ソウ、あらそ-う,dispute; argue; be at variance; compete,133311,371
814,事,8,3,3,ジ、[ズ]、こと,thing; matter,934182,14
1577,二,2,1,4,ニ、ふた、ふた-つ,two; second,207617,242
577,互,4,7,2,ゴ、たが-い,mutually; reciprocally; together,22660,1095
576,五,4,1,4,ゴ、いつ、いつ-つ,five,166108,301
1104,井,4,7,1,セイ、[ショウ]、い,well,234115,202
1,亜,7,7,1,ア,rank next; come after; Asia; sub-; -ous (in acids),13829,1308
1852,亡,3,6,2,ボウ、[モウ]、な-い,my late; the late; dying; being destroyed ,83912,573
596,交,6,2,2,コウ、まじ-わる、まじ-える、ま-じる、ま-ざる、ま-ぜる、か-う、か-わす,coming and going; association; change of seasons,364208,111
399,享,8,7,1,キョウ,receive; take; get; obtain; accept; catch (a ball); stop (a blow); parry; answer (the phone); undergo (an operation); take (an exam); sustain (a loss); be exposed to (ridicule); face; front on; inherit; catch the public fancy,2293,1850
398,京,8,2,3,キョウ、ケイ,ten quadrillion; captital; metropolis; Kyoto,527226,62
1445,亭,9,7,1,テイ,restaurant; mansion; arbor; cottage; vaudeville; music hall; stage name,7372,1519
1070,人,2,1,4,ジン、ニン、ひと,man; person; people,1757335,4
1072,仁,4,6,1,ジン、[ニ],virtue; benevolence; humanity; charity; man,19549,1152
670,今,4,2,4,コン、キン、いま,now; the present; the coming; this ,538441,61
172,介,4,7,2,カイ,shell; shellfish,101634,482
1776,仏,4,5,2,ブツ、ほとけ,Buddha; Buddhism,34332,948
764,仕,5,3,3,シ、[ジ]、つか-える,official; civil service,102116,477
1284,他,5,3,2,タ、ほか,another; the other; others; another thing; the rest; another place,76614,603
1739,付,5,4,2,フ、つ-ける、つ-く,give to; submit to; refer to; affix; attach; append ,223721,222
1168,仙,5,7,1,セン,hermit; wizard,27445,1021
1313,代,5,3,3,ダイ、タイ、か-わる、か-える、よ、しろ,period; age; generation; charge; rate; fee; cost; price,549569,58
2087,令,5,4,2,レイ,order; command; ordinance; law; decree,38748,888
15,以,5,4,3,イ,with; by; by means of; because; in view of,320232,141
136,仮,6,5,1,カ、[ケ]、かり,(Buddhist) vanity,19971,1145
420,仰,6,7,1,ギョウ、[コウ]、あお-ぐ、おお-せ,look up; look up to; ask for; depend on; seek; respect; revere; drink; take,6430,1573
1377,仲,6,4,2,チュウ、なか,relation; relationship,42150,845
515,件,6,5,2,ケン,matter; case; item,244514,189
1587,任,6,5,2,ニン、まか-せる、まか-す,duty; responsibility; office; mission; term ,216719,231
301,企,6,7,1,キ、くわだ-てる,plan; plot; propose; design; intend; contemplate; attempt; undertake,137455,361
302,伎,6,7,-,キ,deed; skill,7779,1505
1765,伏,6,7,1,フク、ふ-せる、ふ-す,bend down; bow down; lie prostrate ,12862,1340
1651,伐,6,7,1,バツ,strike; attack; punish,2950,1795
365,休,6,1,4,キュウ、やす-む、やす-まる、やす-める,rest; take a day off; be absent; retire; sleep,57608,717
175,会,6,2,3,カイ、エ、あ-う,Buddhist ceremony; understanding; meeting; assembly; party; association; club,1467498,7
1481,伝,6,4,2,デン、つた-わる、つた-える、つた-う,legend; tradition; life; biography; commentary; communicating ,118726,416
1631,伯,7,7,1,ハク,count; earl; eldest brother; uncle; chief official,7502,1514
1661,伴,7,7,1,ハン、バン、ともな-う,accompany; bring with; be accompanied by; be involved in ,29893,1000
1043,伸,7,7,2,シン、の-びる、の-ばす、の-べる,stretching,50886,769
774,伺,7,7,2,シ、うかが-う,visit; ask; inquire; question; hear; be told; implore (a good for an oracle) ,451,2049
812,似,7,5,2,ジ、に-る,resemble,17632,1202
1327,但,7,7,-,ただ-し,-,334,2070
17,位,7,4,2,イ、くらい,rank; place; grade,268425,170
1437,低,7,4,2,テイ、ひく-い、ひく-める、ひく-まる,low,91396,527
910,住,7,3,3,ジュウ、す-む、す-まう,dwelling; living,192383,259
683,佐,7,7,1,サ,help,125737,396
1295,体,7,2,3,タイ、テイ、からだ,the body; substance; object; reality; style; form; image counter. appearance; air; condition; state,440216,83
137,何,7,2,4,カ、なに、[なん],what,131255,377
1988,余,7,5,2,ヨ、あま-る、あま-す,I; myself; the writer; surplus; other; remainder. over; more than,47259,799
723,作,7,2,3,サク、サ、つく-る,a work; a production; tillage; harvest; ridge (in a field) ,513294,65
139,佳,8,7,1,カ,good; excellent; beautiful,16214,1248
1791,併,8,7,1,ヘイ、あわ-せる,get together; unite ,30860,985
777,使,8,3,3,シ、つか-う,use; messenger,207502,243
2092,例,8,4,2,レイ、たと-える,custom; usage; precedent; case; example; parallel; illustration ,97942,495
815,侍,8,7,1,ジ、さむらい,wait upon; serve,1356,1927
400,供,8,6,2,キョウ、[ク]、そな-える、とも,offer; present; submit; serve (a meal); supply,137249,363
20,依,8,7,2,イ、[エ],depend on,29057,1006
140,価,8,5,1,カ、あたい,price; cost; value; worth,166907,298
1759,侮,8,7,1,ブ、あなど-る,despise; make light of,1515,1913
613,侯,9,7,-,コウ,marquis; load; daimyo,374,2064
1048,侵,9,7,1,シン、おか-す,invate; raid; violate; trespass; intrude on,23066,1088
2056,侶,9,7,-,リョ,companion; follower,1532,1912
1815,便,9,4,2,ベン、ビン、たよ-り,convenience; facility; excreta; stools; evacuation. chance; mail; letter ,48844,784
475,係,9,3,2,ケイ、かか-る、かかり,duty; person in charge,171020,290
1264,促,9,7,1,ソク、うなが-す,urge; press; demand; stimulate; incite; quicken; invite (attention to),24588,1064
929,俊,9,7,1,シュン,excellence; genius,35764,930
1271,俗,9,7,1,ゾク,customs; manners; the world; worldliness; vulgarity; mundane things; the laity,5701,1612
1818,保,9,5,1,ホ、たも-つ,guarantee,371112,108
1049,信,9,4,2,シン,truth; faith; fidelity; sincerity; trust; confidence; reliance ,236001,198
893,修,10,5,1,シュウ、[シュ]、おさ-める、おさ-まる,govern oneself; conduct oneself well,78951,595
1616,俳,10,6,1,ハイ,actor,20808,1124
1719,俵,10,5,1,ヒョウ、たわら,bag; bale; sack; bag counter,7992,1497
1840,俸,10,7,1,ホウ,salary,3891,1727
125,俺,10,7,1,おれ,-,1599,1906
1227,倉,10,4,1,ソウ、くら,storehouse,40861,869
568,個,10,5,2,コ,individual; article counter,103506,470
1623,倍,10,3,2,バイ,double; twice; times; -fold,59170,703
1507,倒,10,7,2,トウ、たお-れる、たお-す,fall; collapse; drop; break down; die; succumb to; fall senseless; be ruined; have a bad debt ,51738,762
622,候,10,4,2,コウ、そうろう,season; weather,82458,581
856,借,10,4,3,シャク、か-りる,borrowing,25968,1042
1841,倣,10,7,1,ホウ、なら-う,imitate; follow; emulate,1164,1951
1358,値,10,6,2,チ、ね、あたい,price; cost; value,81179,584
2078,倫,10,7,1,リン,companion,11340,1380
522,倹,10,7,1,ケン,economy,225,2102
30,偉,12,7,2,イ、えら-い,greatness,6493,1568
1811,偏,11,7,1,ヘン、かたよ-る,side; left radical of a character; inclining,6674,1555
1451,停,11,4,2,テイ,stopping,45060,823
527,健,11,4,1,ケン、すこ-やか,health; strength; stick-to-itiveness,94206,508
1269,側,11,4,2,ソク、がわ,lean to one side; oppose; look aside; regret,155653,323
1452,偵,11,7,1,テイ,spy,3586,1749
453,偶,11,7,2,グウ,even number; couple; man and wife; friend; same kind; doll,5943,1596
341,偽,11,7,1,ギ、いつわ-る、にせ,lie; falsity; deceive; pretend; cheat,33521,960
1866,傍,12,7,1,ボウ、かたわ-ら,side; besides; while,5937,1597
511,傑,13,7,1,ケツ,excellent,3843,1734
751,傘,12,7,1,サン、かさ,umbrella; parasol,9416,1446
1706,備,12,5,2,ビ、そな-える、そな-わる,be furnished with; be endowed with; possess; be among; be one of ,126682,395
711,催,13,7,1,サイ、もよお-す,hold (a meeting); give (a dinner); feel; show signs of; develop symptoms of; feel (sick) ,85745,558
655,傲,13,7,-,ゴウ,be proud,308,2080
710,債,13,7,1,サイ,debt; loan,56470,730
997,傷,13,6,1,ショウ、きず、いた-む、いた-める,wound; injury,63587,677
488,傾,13,7,2,ケイ、かたむ-く、かたむ-ける,lean; incline; tilt; list; tip; careen; lurch,24307,1068
437,僅,13,7,1,キン、わず-か,a little; a small quantity,134,2122
1543,働,13,4,2,ドウ、はたら-く,work; labor; do; act; commit; practice; work on; come into play; be conjugated; reduce the price ,101399,484
1255,像,14,5,2,ゾウ,image; statue; figure; picture; portrait,50722,774
1880,僕,14,7,1,ボク,manservant; I (used by male speakers) ,20544,1132
2068,僚,14,7,1,リョウ,official; companion,41142,864
1242,僧,13,7,1,ソウ,monk; priest,3804,1738
345,儀,15,7,1,ギ,rule; ceremony; case; affair; a matter ,25031,1057
120,億,15,4,2,オク,"100,000,000",172259,288
881,儒,16,7,1,ジュ,Confucianism; Confucianist; Chinese scholar,493,2042
1006,償,17,7,1,ショウ、つぐな-う,make up for; recompense; redeem (one's faults); compensate for; indemnify; atone for,36879,913
1985,優,17,6,2,ユウ、やさ-しい、すぐ-れる,actor; superiority; gentleness,183796,266
545,元,4,2,3,ゲン、ガン、もと,yuan; origin; New Year’s Day; first year of an era. Gen Mongol (dynasty),301141,153
469,兄,5,2,3,ケイ、[キョウ]、あに,brother; you; elder brother,17286,1217
909,充,6,7,1,ジュウ、あ-てる,fill,31607,978
1395,兆,6,4,2,チョウ、きざ-す、きざ-し,sign; omen; indication; portent; trillion,50730,773
1170,先,6,1,4,セン、さき,the future; priority; precedence,350771,122
597,光,6,2,2,コウ、ひか-る、ひかり,light,115368,433
657,克,7,7,1,コク,win; prevail; predominate; surpass ,22580,1097
1935,免,8,7,1,メン、まぬか-れる,dismissal,24881,1060
813,児,7,4,2,ジ、[ニ],child,92950,515
1514,党,10,6,2,トウ,party; faction; clique; companions,495041,72
1584,入,2,1,4,ニュウ、い-る、い-れる、はい-る,go in; come in; flow into; set; set in ,569966,53
1196,全,6,3,2,ゼン、まった-く、すべ-て,all,462041,78
1647,八,2,1,4,ハチ、や、や-つ、やっ-つ、[よう],eight,82792,578
589,公,4,2,1,コウ、おおやけ,public; duke; lord; public,380111,105
2125,六,4,1,4,ロク、む、む-つ、むっ-つ、[むい],six,57761,716
